timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-03,たばた歯科,加賀市別所町4丁目12番地,石川県加賀市別所町四丁目12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231024,個人,田畑 繁,田畑 繁,"[歯科領域の一次診療, na]",無,na,na,"[スロープ, ]",na,na,"[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,40,36.272375,136.359196,7,"[一般歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-03,たまい歯科クリニック,野々市市横宮町67-1 ヴイテンののいち2F,石川県野々市市横宮町67-1, ｳﾞｲﾃﾝﾉﾉｲﾁ2f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130030,個人,玉井 智昭,玉井 智昭,"[歯科領域の一次診療, 無]",na,na,na,"[車椅子利用者用駐車場, ]",na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,23,36.53542,136.616589,7,"[歯科, ]"
2023-09-03,つかさ歯科クリニック,能美市五間堂町戊46-7,石川県能美市五間堂町戊46-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133052,個人,菊地 司,菊地 司,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,35,36.443656,136.487789,7,"[歯科, ]"
2023-09-03,つだ歯科医院,河北郡津幡町能瀬二38-6（12月１日「能瀬ニ3番地3」移転予定）,石川県河北郡津幡町字能瀬238-6,(12月1日｢能瀬ﾆ3-3｣移転予定),na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230008,個人,津田 謹誠,津田 謹誠,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,40,36.690137,136.721506,7,"[歯科, ]"
2023-09-03,つづき歯科医院,白山市八ツ矢町606,石川県白山市八ﾂ矢町606,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130012,個人,都築 光,都築 光,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,na|-|-,20,36.524023,136.571061,7,"[歯科, ]"
2023-09-03,つばさ歯科医院,金沢市新神田1-8-22,石川県金沢市新神田一丁目8-22,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130001,個人,古瀬 大治,古瀬 大治,"[歯科領域の一次診療, 予約診療有：初診・再診]",予約診療有：初診・再診,予約診療有：初診・再診,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,32 ,36.564959,136.631942,7,"[歯科, 歯科口腔外科, 小児歯科, ]"
2023-09-03,てらい歯科クリニック,羽咋郡志賀町富来領家町ソの6番地2,石川県羽咋郡志賀町富来領家町ｿ-6-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=416,個人,寺井 功一,寺井 功一,"[歯科領域の一次診療, 無]","[埋伏歯抜歯, 顎関節症治療, na]",na,na,"[スロープ, 車椅子利用者用駐車場, ]",na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,22,37.1420242,136.730421,7,"[歯科, ]"
2023-09-03,てんにち歯科医院,加賀市小菅波町2丁目80-1,石川県加賀市小菅波町二丁目80-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231022,個人,天日 雄二,天日 雄二,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,"[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,20,36.316482,136.347883,7,"[歯科, 小児歯科, ]"
2023-09-03,とね歯科医院,珠洲市上戸町北方2-144,石川県珠洲市上戸町北方2-144,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4230001,個人,刀祢 宏三郎,院長 刀祢 宏三郎,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,20,37.434283,137.261488,7,"[歯科, ]"
2023-09-03,とみやま歯科,金沢市窪5丁目550番地,石川県金沢市窪五丁目550,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=444,個人,院長 冨山 高史,冨山 高史,無,無,na,na,na,na,na,na,na|-|-,na|-|-,na|-|-,na|-|-,na,36.5293954,136.63719360000005,7,"[歯科, 歯科口腔外科, 小児歯科, ]"
2023-09-03,とも歯科クリニック,金沢市桜田町2丁目21番地,石川県金沢市桜田町二丁目21,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130023,個人,中出 智也,中出 智也,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,15,36.576484,136.621154,8,"[歯科, ]"
2023-09-03,とよはら歯科医院,七尾市塗師町2番地,石川県七尾市塗師町2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=455,個人,戸代原 淳志,戸代原 淳志,"[歯科領域の一次診療, 成人の歯科矯正治療, 障害者の歯科治療, 予約診療有：初診・再診]","[埋伏歯抜歯, na]",予約診療有：初診・再診,予約診療有：初診・再診,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 薬局との連携, ]",na|-|-,na|-|-,na|-|-,na|-|-,25,37.04451178000036,136.96998617546308,8,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,どんぐり歯科クリニック,金沢市末町13-3-6,石川県金沢市末町13-3-6,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=545,個人,長谷晃広,〒920-1302,"[歯科領域の一次診療, 成人の歯科矯正治療, 障害者の歯科治療, 摂食機能障害の治療, 予約診療有：初診・再診]","[口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, na]",予約診療有：初診・再診,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, ]",na|-|-,3|-|-,na|-|-,3|-|-,na,36.5217,136.6868,8,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,なおき歯科クリニック,羽咋市鶴多町亀田15-1,石川県羽咋市鶴多町亀田15-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=275,個人,西夛 直規,西夛 直規,"[歯科領域の一次診療, 予約診療有：初診・再診]","[顎関節症治療, 予約診療有：初診・再診]",na,na,"[スロープ, 身体障害者用トイレ, ]",na,na,na,2|-|-,na|-|-,na|-|-,3|-|-,25,36.898187,136.7909586,8,"[歯科, 歯科口腔外科, ]"
2023-09-03,なかじま歯科,河北郡津幡町北中条6-63,石川県河北郡津幡町北中条六丁目63,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230009,個人,中嶋 英樹,中嶋 英樹,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,20,36.661263,136.728601,8,"[歯科, 小児歯科, ]"
2023-09-03,なかはま歯科医院,金沢市山科1丁目1番11号,石川県金沢市山科一丁目1-11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130216,個人,中浜 淳,中浜 淳,"[歯科領域の一次診療, 無]",無,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,40,36.529887,136.646946,8,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-03,なかみち歯科,加賀市山代温泉南町27-7,石川県加賀市山代温泉南町27-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231018,個人,中道 均志,中道 均志,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,40,36.281947,136.356343,8,"[歯科, 小児歯科, ]"
2023-09-03,なかみち歯科クリニック,河北郡内灘町旭ヶ丘111,石川県河北郡内灘町字旭ｹ丘111,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230017,個人,中道 吉成,中道 吉成,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,30,36.629763,136.631963,8,"[歯科, 小児歯科, ]"
2023-09-03,なかむら歯科クリニック,白山市荒屋柏野町562-1,石川県白山市荒屋柏野町562-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130013,個人,中村 充,中村 充,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,3|-|-,20,36.501845,136.532518,8,"[歯科, 小児歯科, ]"
2023-09-03,ながい歯科医院,輪島市鳳至町畠田3-75,石川県輪島市鳳至町畠田3-75,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130005,個人,永井 洋,永井 洋,"[歯科領域の一次診療, 成人の歯科矯正治療, 無]","[埋伏歯抜歯, na]",na,na,na,"[神経ブロック, ]","[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,10,37.393682,136.897188,8,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,ながと歯科・小児歯科医院,金沢市八日市2丁目200番地1,石川県金沢市八日市二丁目200-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130183,個人,長門 佐,長門 佐,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,2|-|-,1|-|-,na|-|-,5|-|-,35,36.542105,136.605366,9,"[歯科, 小児歯科, ]"
2023-09-03,なりのぼう歯科口腔外科クリニック,白山市北安田西１丁目１９,石川県白山市北安田西一丁目19,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130014,個人,成之坊 昌功,成之坊 昌功,"[歯科領域の一次診療, 無]",無,na,na,"[スロープ, ]",na,na,na,2|-|-,na|-|-,na|-|-,7|-|-,35,36.5257025,136.5458539,9,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-03,にいざわ歯科医院,金沢市泉ヶ丘2-9-1,石川県金沢市泉ｶﾞ丘二丁目9-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130162,医療法人,にいざわ歯科医院,新沢 茂,"[歯科領域の一次診療, 無]",無,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",3|-|-,na|-|-,na|-|-,2|-|-,30,36.543219,136.6462287,9,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-03,にしぐち歯科医院,野々市市若松町22-15,石川県野々市市若松町22-15,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130031,個人,西口 正純,西口 正純,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,予約診療有：初診・再診,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,20,36.533544,136.614462,9,"[歯科, 小児歯科, 矯正歯科, 口腔外科, ]"
2023-09-03,にしやまファミリー歯科クリニック,加賀市山代温泉14－4－1,石川県加賀市山代温泉14-4-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=314,個人,西山 貴洋,西山 貴洋,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 予約診療有：初診・再診]",予約診療有：初診・再診,予約診療有：初診・再診,"[スロープ, 身体障害者用トイレ, ]",na,na,na,1|-|-,na|-|-,na|-|-,5|-|-,40,36.2926877,136.3538764,9,"[歯科, 小児歯科, 歯科口腔外科, 矯正歯科, ]"
2023-09-03,ぬりや歯科医院,金沢市大友町2丁目90番地,石川県金沢市大友町二丁目90,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130142,個人,塗谷 達,塗谷 達,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,25,36.60068,136.625413,9,"[歯科, ]"
2023-09-03,のだ歯科医院,小松市西町1-3,石川県小松市西町1-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132033,個人,野田 浩平,野田 浩平,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, 居宅介護支援事業所との連携, 薬局との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,5,36.405383,136.448795,9,"[歯科, 小児歯科, ]"
2023-09-03,のとじま歯科クリニック,七尾市能登島向田町ろ部8番地1,石川県七尾市能登島向田町ﾛ部8-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130020,個人,戸部 晴美,戸部 晴美,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,na|-|-,10,37.126103,136.996551,9,"[歯科, ]"
2023-09-03,ののいち歯科クリニック,野々市市本町3-9-12,石川県野々市市本町三丁目9-12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130032,医療法人, nonoden WORKS,瀬尾 尚弘,"[歯科領域の一次診療, 成人の歯科矯正治療, 顎変形症の歯科矯正治療, 障害者の歯科治療, na]","[埋伏歯抜歯, 顎関節症治療, 口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, na]",予約診療有：初診・再診,予約診療有：初診・再診,na,"[神経ブロック, ]","[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,1|-|-,na|-|-,7|-|-,45,36.53200672477419,136.61665300000004,9,"[歯科一般, 口腔外科, 矯正歯科, 小児歯科, ]"
2023-09-03,はすいけ歯科,金沢市泉3丁目6番52号,石川県金沢市泉三丁目6-52,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130166,個人,蓮池 徹,蓮池 徹,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,2|-|-,na|-|-,na|-|-,3|-|-,35,36.544562,136.638063,9,"[歯科, ]"
2023-09-03,はせ歯科医院,金沢市末町13-3-6,石川県金沢市末町13-3-6,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130130,個人,長谷 他家志,長谷 他家志,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, 薬局との連携, ]",1|-|-,1|-|-,na|-|-,0|-|-,12,36.521525,136.686823,10,"[歯科, 小児歯科, ]"
2023-09-03,はやし歯科,金沢市高尾南3-15,石川県金沢市高尾南三丁目15,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=406,個人,林 繁治,林 繁治,"[歯科領域の一次診療, na]","[顎関節症治療, na]",na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 居宅介護支援事業所との連携, ]",1|-|-,0|-|-,na|-|-,4|-|-,35,36.51977496289468,136.6281472,10,na
2023-09-03,ばんどう歯科医院,金沢市横山町8番47号,石川県金沢市横山町8-47,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130095,個人,坂東 陽月,坂東 陽月,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[診療所との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,25,36.565043,136.669549,10,"[小児歯科, 歯科, ]"
2023-09-03,ひだまり歯科クリニック,金沢市南新保町リ70-4,石川県金沢市南新保町ﾘ70-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130026,個人,新石 世津子,新石 世津子,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,30,36.601489,136.631813,10,"[歯科, 小児歯科, ]"
2023-09-03,ひまわり歯科医院,金沢市泉野出町2－6－6,石川県金沢市泉野出町二丁目6-6,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130192,個人,井東 竜彦,井東 竜彦,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,予約診療有：初診・再診,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,20,36.538674,136.654961,10,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,ふくむら歯科医院,金沢市弥生2丁目4-16,石川県金沢市弥生二丁目4-16,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130163,個人,福村 吉昭,福村 吉昭,"[歯科領域の一次診療, 無]",無,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",2|-|-,1|-|-,na|-|-,3|-|-,17,36.546833,136.643132,10,"[歯科, 歯科口腔外科, 小児歯科, 矯正歯科, ]"
2023-09-03,ふじた歯科クリニック,野々市市下林4丁目565-2,石川県野々市市下林四丁目565-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130037,個人,藤田 俊英,藤田 俊英,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, na]",na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,15,36.523087,136.606107,10,"[歯科, ]"
2023-09-03,ふじむら歯科,金沢市玉川町13-14,石川県金沢市玉川町13-14,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130076,個人,藤邑 守成,藤邑 守成,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,17,36.572796,136.650841,10,"[歯科, ]"
2023-09-03,ふたみ歯科,かほく市木津イ75-6,石川県ｶﾎｸ市木津ｲ75-6,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230029,個人,二見 隆行,二見 隆行,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,"[スロープ, ]",na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,30,36.746084,136.709085,10,"[歯科, 小児歯科, ]"
2023-09-03,ふなもと歯科医院,河北郡内灘町大根布1-101,石川県河北郡内灘町字大根布一丁目101,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230018,個人,舩本 長一朗,舩本 長一朗,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,40,36.647526,136.647177,10,"[歯科, ]"
2023-09-03,ほしば歯科クリニック,金沢市横山町１－１８,石川県金沢市横山町1-18,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=380,個人,保志場 明壮,保志場 明壮,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,na,na,na,2|-|-,na|-|-,na|-|-,2|-|-,18.0,36.565200928045776,136.6676654,11,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-03,まいずみ矯正歯科,野々市市稲荷2-51U-Dentalビル1Ｆ,石川県野々市市稲荷二丁目51,u-dentalﾋﾞﾙ1f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130038,個人,真泉 伊都夫,真泉 伊都夫,"[歯科領域の一次診療, na]","[顎変形症治療, na]",na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,2|-|-,10,36.532642,136.603371,11,"[矯正歯科, ]"
2023-09-03,まこと歯科クリニック,羽咋市石野町ト21番地4,石川県羽咋市石野町ﾄ21-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=534,個人,砂山 誠,院長 砂山 誠,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, na]",予約診療有：初診・再診,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,0|-|-,na|-|-,4|-|-,15.6,36.895365,136.79485,11,"[歯科, 小児歯科, ]"
2023-09-03,ませ歯科医院,金沢市上安原町2-167,石川県金沢市上安原町2-167,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130219,個人,馬瀬 慶一朗,馬瀬 慶一朗,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,40,36.566086,136.588334,11,"[歯科, 小児歯科, ]"
2023-09-03,まだち歯科,金沢市天神町1丁目12番3号,石川県金沢市天神町一丁目12-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130096,個人,眞舘 昌彦,眞舘 昌彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,1|-|-,1|-|-,na|-|-,2|-|-,24,36.559847113522196,136.67753900000002,11,"[歯科, ]"
